Id,SalePrice
1461,177305711.13493776
1462,252228565.3845321
1463,140791004.41027755
1464,219933548.66109592
1465,6018321.469046932
1466,141915095.9063199
1467,81593202.70173627
1468,40887379.05884063
1469,376760164.9167584
1470,70348056.99195415
1471,1326491.039661275
1472,488650.62880253186
1473,496856.23616368655
1474,836524.9755885814
1475,712262.3417477958
1476,2842207920.2985187
1477,958815460.3701441
1478,738299697.5190817
1479,255588185.08596745
1480,9765342618.883324
1481,4117351345.223299
1482,5156390.177274708
1483,1656433147.4426854
1484,5770097.084734482
1485,60668729.64878945
1486,46746143.83332997
1487,51276613.762009226
1488,125114913.16172728
1489,681072413.7302487
1490,425311989.7479782
1491,87466744.4856653
1492,60996549.17928197
1493,4709643.983763036
1494,499337147.0729079
1495,700798036.1187946
1496,1325220.286115138
1497,3974710.7354176985
1498,1495192.5987117495
1499,808863.439975596
1500,815762.8269820686
1501,67988563.33067444
1502,61234226.828982994
1503,26390074.016666394
1504,83232065.449123
1505,264587439.87810177
1506,91045847.3806001
1507,332038363.4460547
1508,85292143.58782375
1509,210592881.43699178
1510,208213847.80974188
1511,566513167.4955429
1512,590277838.9511311
1513,65767718.928739004
1514,1572422508.8021386
1515,87200980.52453443
1516,9887493744.140167
1517,147359795.07731584
1518,79867016.7006085
1519,98514656.88166387
1520,65667809.26656044
1521,399015631.3775008
1522,252256417.26030198
1523,24110863.063870013
1524,25415266.314656507
1525,7798008663.902888
1526,67908009.36667125
1527,35336536.14308284
1528,28411885.128342424
1529,245186063.24944615
1530,257754493.08999488
1531,27492174.58105231
1532,16195101.25209516
1533,73916815.75880207
1534,8649555.46224182
1535,82049477.36437896
1536,57832542.57064132
1537,37825570.3188845
1538,29140547.907139417
1539,11432688.948564515
1540,1290789510.526398
1541,29079349.638501458
1542,15994099.161524521
1543,80134311.01404026
1544,7245398.029863921
1545,9673194.655322522
1546,9729110.390337875
1547,13090760.144111322
1548,9845757.41674159
1549,11306512.008474952
1550,12032296.893184934
1551,10436481.59226321
1552,24598204.611327644
1553,28956689.68459368
1554,12365484.415943693
1555,1845783858.6036594
1556,56363419.73895907
1557,25894222.391115244
1558,40394493.38545544
1559,53266327.24741364
1560,31394492.080365896
1561,111837647.45967734
1562,43295826.95666463
1563,43207549.34820919
1564,83194221.10817933
1565,396970751.80472696
1566,95901118.75688888
1567,520881369.1341373
1568,104965913.73108444
1569,15333629839.48536
1570,44285810.11714199
1571,9133239.320147926
1572,142253480.21093252
1573,8854572.61115805
1574,62101652.12178107
1575,425455497.2565836
1576,564054836.3345959
1577,43183535.11019173
1578,230309651.93191713
1579,224286946.3068579
1580,78754191.986646
1581,3426176.2270775926
1582,53847274.34584002
1583,339666467.59014815
1584,171142419.93412387
1585,66097788.27582235
1586,31798727.75381874
1587,51045154.40679715
1588,31951083.796853334
1589,398295071.32259625
1590,44390617.949282624
1591,37008156.1661233
1592,50291487.74971995
1593,56393309.57931103
1594,30002742.509254463
1595,10331899.034513518
1596,237334902.18823415
1597,213020606.3985258
1598,372221581.2019934
1599,2767175.636885247
1600,2508932.043246419
1601,14247122.3919922
1602,8957724.71014609
1603,40889258.485026315
1604,9441727.265410384
1605,417274352.4876913
1606,122997817.13139169
1607,84164291.34207168
1608,528802730.3703023
1609,103921016.16957103
1610,98398107.33250834
1611,305996045.6664173
1612,828831477.5961101
1613,72326509.39169134
1614,1823122.3444146093
1615,577255.8452296415
1616,515634.87841699837
1617,505955.2338483471
1618,9629684.807789408
1619,120643940.61565702
1620,98364649.39395441
1621,35090659.46314093
1622,67398619.82056777
1623,208643168.97017583
1624,160115584.18785796
1625,90775676.51426521
1626,373263906.6990327
1627,577242458.4362121
1628,107893371.51625597
1629,30196973.8353944
1630,2740354.214131619
1631,40225065.60177321
1632,28503406.716684494
1633,21640114.574543174
1634,33062249.191421516
1635,74070363.52074496
1636,23020621.538176112
1637,420321027.0622179
1638,81859316.21633686
1639,244524146.68872795
1640,105412460.28272556
1641,252503177.1216144
1642,96632951.79240558
1643,83687216.48595078
1644,81146683.6115244
1645,101537525.10774401
1646,183302493.8913273
1647,312261515.7053145
1648,61843296.0195831
1649,67359817.92074135
1650,24551983.63990692
1651,24501662.338420406
1652,476522.36021675327
1653,482236.4691126646
1654,834941.0006608696
1655,762446.4883086035
1656,791905.0175531469
1657,806799.9691882347
1658,851881.7878537638
1659,691320.9279033807
1660,72171736.63708575
1661,8164536321.055146
1662,1549811482.2356305
1663,1508351239.406583
1664,6227560380.406091
1665,1182206235.6387656
1666,43347207311.59429
1667,54160756.1315615
1668,599224388.3445486
1669,228261214.72651404
1670,2769479450.4193597
1671,863449535.5977843
1672,8446507510.947458
1673,1466321725.908163
1674,92778985.71967016
1675,10075372.255348403
1676,2761891.2583479024
1677,250605992.72474912
1678,3568317914.1694255
1679,15546884806.184576
1680,9406591.218904154
1681,10194647.154490434
1682,38791309529.451515
1683,9871043.029554168
1684,43310942.49797101
1685,24281192.478176136
1686,5965303.264358646
1687,26996896.68165288
1688,40999389.33618077
1689,38152548.435359046
1690,78314034.79042666
1691,73917412.55315603
1692,91166650.66440862
1693,32496168.751746744
1694,5820517.369857128
1695,33716090.763153225
1696,110995161.31209509
1697,44538206.365586415
1698,4887946358.493422
1699,112131686.43596028
1700,263364421.26217434
1701,100284519.93345523
1702,475695252.1934309
1703,216519797.6964712
1704,486390076.3888119
1705,180869931.17289504
1706,795877654.9157258
1707,640697802.694214
1708,104437970.78975306
1709,6073748426.230706
1710,141851147.75842485
1711,409677536.69709605
1712,65275829.088678755
1713,480038446.8158931
1714,81433029.73619393
1715,53090516.66432512
1716,215315001.72886312
1717,40082662.51701705
1718,36511360.99013871
1719,1208264997.2102776
1720,179887169.29436818
1721,37479979.789041206
1722,36148671.76234388
1723,28968324.51259097
1724,35173979.440396324
1725,7411720.563978111
1726,90407479.93250029
1727,10861508.957022233
1728,80216867.52244706
1729,64632087.42448681
1730,122783973.10178518
1731,33495148.240602843
1732,64640944.930581756
1733,57462216.93511288
1734,62212497.24497957
1735,66448551.376535766
1736,39691071.667126544
1737,115782914.23047101
1738,86468547.90686059
1739,2908389.5240579797
1740,90831229.33173767
1741,79803907.33011603
1742,2281382.580312507
1743,2470575.8829441853
1744,121089599.12846637
1745,4560497804.436185
1746,248460984.45834368
1747,87824442.18001975
1748,308557172.7253155
1749,220781766.16370377
1750,124545552.03013816
1751,103827773.94699344
1752,31206696.765600696
1753,213170937.74631894
1754,276263085.0848473
1755,70540529.15925632
1756,26631384.483518817
1757,42704726.52935753
1758,68645575.19004893
1759,68488451.30853148
1760,357520550.0810945
1761,6697741372.942455
1762,79272173.71525116
1763,445327170.1526682
1764,55505908.509192035
1765,657946349.9538684
1766,927943597.8736465
1767,297475358.37459725
1768,106944893.44326706
1769,72655561.76986274
1770,49828592.13660646
1771,71809762.14610194
1772,76263150.47524199
1773,192324141.10956678
1774,168624151.92346925
1775,14062512.130878689
1776,47246163.13969667
1777,161568843.40172064
1778,28727816.88123891
1779,98016239.38417913
1780,181483130.64233133
1781,29184432.11773749
1782,10491617.924166754
1783,27377540.271665547
1784,150585732.16075715
1785,25152751.43367493
1786,21477107.698499575
1787,30270815.02960525
1788,333278464.874956
1789,21901793.825450983
1790,20007274.126957707
1791,295443927.7372019
1792,280393658.7638944
1793,135651690.42146826
1794,33560346.07242978
1795,512798063.39097416
1796,170814082.28880078
1797,27739050.959905177
1798,77100140.89644061
1799,23817478.705700025
1800,181217096.00530848
1801,25943859.562364772
1802,24250950.89753237
1803,135311126.04418927
1804,121741981.82246931
1805,197118318.2856156
1806,56587733.726226225
1807,20422741.236464594
1808,395008422.9850532
1809,482206345.1938149
1810,20857767.392701723
1811,30498873.60004584
1812,15824932.950522294
1813,9097677.485596383
1814,24205947.903577168
1815,5354475.890183123
1816,22322156.32535445
1817,21280805.032380182
1818,93314146.4026009
1819,25250140.810917147
1820,46337107.679429926
1821,23495740.91381992
1822,28721378.29693615
1823,56505110.29892005
1824,61054266.637099504
1825,10181462.62469434
1826,25268383.705721483
1827,10146859.932466505
1828,10713298.369278641
1829,8413856.703160573
1830,20812573.292320367
1831,52982105.48236163
1832,8210994.862939653
1833,19840812.98213717
1834,66390323.95589195
1835,4086367.7543257526
1836,27265393.447240405
1837,250608694.00430405
1838,25504043.119033158
1839,8657613.844963674
1840,30465245.507586256
1841,64425836.55808161
1842,17307135.40845677
1843,126536550.20785697
1844,62097155.3738953
1845,429393896.4191226
1846,499864490.33537245
1847,81701694.46492855
1848,31590902.278619926
1849,46813949.98703808
1850,52004014.14928261
1851,12154831.378202353
1852,31698394.157071553
1853,4685689.443067415
1854,109710386.8714629
1855,46235681.2018829
1856,440957968.3819921
1857,9838098980.427103
1858,41813249.560652
1859,34566098.568289205
1860,44561932.789953314
1861,34365454.19788194
1862,121300393.99837653
1863,120449846.15393488
1864,120457854.50953898
1865,448581172.0516078
1866,72345564.11875913
1867,102924664.96762742
1868,256070178.1369872
1869,50759410.13944403
1870,1066636970.9198145
1871,217040643.61326948
1872,206603771.73294672
1873,89990074.48740245
1874,47791831.25175085
1875,63341727.73329927
1876,94665925.82811564
1877,60042063.64135927
1878,152667382.90577465
1879,59351540.177769326
1880,123290959.55268657
1881,765364843.9927827
1882,95286191.21203542
1883,83854720.91925241
1884,79250674.02866785
1885,781994731.9524355
1886,111973463.8316419
1887,95760555.77186257
1888,487275069.11111796
1889,348045349.7422751
1890,196899158.11321703
1891,2361337.8367132773
1892,32461839.434003383
1893,73414446.80773467
1894,50128585.98640418
1895,83380322.55191672
1896,6924631.127206183
1897,67527013.53796898
1898,4520740.120404386
1899,41946746.17330995
1900,13800066.749629587
1901,30426922.09458433
1902,233373574.05174547
1903,95734212.69295685
1904,74326157.34306052
1905,672683671.6925849
1906,139612887.08784345
1907,2059873507.6749868
1908,685922.7684557695
1909,794194.8177590645
1910,770385.4130462478
1911,85735344.13803704
1912,114180776.01970896
1913,12194098.721326532
1914,15438205.299222523
1915,9283537.907149905
1916,2062481903.1423194
1917,175989976.42802525
1918,128490421.52423167
1919,108828168.5582106
1920,257943702.9389962
1921,10210304563.983004
1922,276331696.92279345
1923,99651521.343104
1924,24376866832.41242
1925,161699475.07661825
1926,624165111.1131505
1927,122265725.39538917
1928,308051910.6209649
1929,10303218.73888966
1930,32561862.27853564
1931,68771146.40250318
1932,30481341.776824977
1933,89519811.10896015
1934,114329212.51767507
1935,50360510.04720506
1936,33804444.87959609
1937,79430669.89683391
1938,15253026.738531183
1939,8837749.246739665
1940,3994800.441672313
1941,115064083.94123513
1942,75530735.50369518
1943,52226226.04290464
1944,2620825626.216522
1945,25168732.830167934
1946,60553539.72329431
1947,41922646.52490492
1948,77479934.33503078
1949,59690990.42448307
1950,71069288.91376393
1951,30853218.31185159
1952,442626681.82328284
1953,573692357.005695
1954,219194555.76251256
1955,110557805.98003148
1956,128957635.11075781
1957,202958635.6318607
1958,105166126.70660599
1959,28818524.554752775
1960,52953638.16395155
1961,29722299.576451655
1962,485260.0076657589
1963,540248.8750636198
1964,529540.973212616
1965,843142.6298593588
1966,700570.03498967
1967,1628823734.3699121
1968,5311241880.011135
1969,3903474419.586716
1970,6916920587.13544
1971,2055475218.0611937
1972,3144680531.9071765
1973,152724815.09910354
1974,540798142.2770606
1975,6464924211.846511
1976,961248543.6153303
1977,50396095139.415115
1978,8931746066.622381
1979,34433425.22426685
1980,52713690034.62895
1981,738723776.7549322
1982,10587327.652682247
1983,9503353.887252424
1984,2821172.148686168
1985,91794967.64831528
1986,84863502.56530224
1987,16046018.623844521
1988,227154584.1560637
1989,79507560.60265191
1990,85266339.06281963
1991,21865285.897123963
1992,111404771.65732019
1993,70040963.66822089
1994,6958781.1013099495
1995,177053163.7184368
1996,419774426.5167937
1997,96586928.94818248
