Id,SalePrice
1461,119213.95820390456
1462,145452.32349654357
1463,184015.41198454428
1464,199908.81725637973
1465,205445.55209953632
1466,170737.25257073515
1467,185615.9762102287
1468,162315.90335323158
1469,190978.73853623096
1470,116716.97630356839
1471,178054.21546002824
1472,104256.18950883414
1473,98312.34311056782
1474,150690.90814494278
1475,137291.99080459547
1476,360376.85313498764
1477,254668.9187960661
1478,273796.1294323867
1479,265763.15386455174
1480,520001.7266955826
1481,330203.68007222237
1482,215433.1773978863
1483,174190.83195597152
1484,166614.61357558513
1485,175508.8303565015
1486,194265.54355553983
1487,324464.2369766394
1488,231201.86957213638
1489,200366.21488251115
1490,238989.24597093064
1491,192369.46151376102
1492,96579.46274829982
1493,164544.73230986044
1494,274070.16443045734
1495,276366.44366163586
1496,241361.88405383102
1497,175833.3387315213
1498,185081.1478652591
1499,161105.01886943058
1500,152455.27499799494
1501,176199.97907076898
1502,144413.67094586274
1503,272789.3413244756
1504,249687.26334302506
1505,231354.77153854762
1506,190493.43743743352
1507,260396.25212728395
1508,192121.82250611664
1509,162450.5998839354
1510,143300.50984795994
1511,168772.8712274006
1512,171202.8898416858
1513,141167.19466538064
1514,169320.59682626056
1515,198040.37935704945
1516,146885.91433067553
1517,151048.30587805394
1518,126565.76804260847
1519,186877.51496264775
1520,136291.76874126433
1521,139147.9067079857
1522,178222.30877263687
1523,110632.54060076032
1524,126359.981835171
1525,130588.03486038507
1526,112013.00923061692
1527,98243.61739982208
1528,135581.5602790909
1529,154361.93564559153
1530,189680.0813070841
1531,119348.2896988906
1532,98200.57482571757
1533,144411.1908546855
1534,124522.15917627027
1535,145612.6285564249
1536,114637.38135502598
1537,52260.08620461118
1538,158680.59001047473
1539,197985.64073391134
1540,105070.42933793385
1541,134693.37911158285
1542,143279.40456308812
1543,189367.56273790618
1544,83018.03680880522
1545,126734.50440519508
1546,131298.92378109635
1547,137930.10411222305
1548,136209.33118182406
1549,123053.03524721802
1550,136268.62033618026
1551,105234.00636729969
1552,145370.76141182508
1553,150205.72441282755
1554,137458.21656816817
1555,173405.01133145796
1556,94064.14235001478
1557,120719.78049505751
1558,107537.87674290777
1559,68241.66749941262
1560,126726.98938570515
1561,132362.2890886071
1562,131508.69832619114
1563,126731.58489748421
1564,162021.44928885295
1565,148346.06357370544
1566,223870.3297630071
1567,74322.56350586885
1568,256226.6464859237
1569,115731.10761974672
1570,131365.9474125734
1571,112473.34619581507
1572,149744.15201655633
1573,240468.8684041735
1574,125947.6360246963
1575,235236.41916871205
1576,234156.94863260424
1577,173231.59475095238
1578,153800.48015626552
1579,144436.36364158895
1580,194512.05175852793
1581,150695.1243019721
1582,126944.98100213417
1583,297300.9396193021
1584,226193.27606159472
1585,143479.4412751375
1586,70282.17592779695
1587,115554.14363060873
1588,159294.64635677292
1589,95836.29142103982
1590,141002.48096617116
1591,107473.87139430329
1592,105990.01633955825
1593,111957.33117629065
1594,134020.94592636597
1595,114553.20175703491
1596,231645.52377356883
1597,192774.41839071971
1598,203257.44313638035
1599,168093.3566708026
1600,155518.18861786666
1601,64820.16303514961
1602,124556.89046220164
1603,71686.72353509208
1604,251948.6042599748
1605,222446.39507879247
1606,152478.73374970225
1607,195254.7377859377
1608,200938.22479614386
1609,184438.03888675183
1610,151524.6563060179
1611,132752.55669016077
1612,163616.87734494347
1613,156485.26602469193
1614,119139.14984045293
1615,91745.22031815285
1616,78670.08525855422
1617,84366.83557152406
1618,149368.07609402045
1619,136539.30969277333
1620,162564.1140910937
1621,137314.5186862401
1622,141500.5631224865
1623,264854.888084511
1624,218521.86396820034
1625,121022.27994517559
1626,162722.84466113965
1627,198809.8972849602
1628,277878.6056669166
1629,160790.02574952244
1630,410912.69251334586
1631,235927.89249854864
1632,251314.39844399688
1633,174106.14183681644
1634,179936.10093224706
1635,166781.30373868282
1636,145637.54236720555
1637,196122.3107644687
1638,176070.3094112367
1639,197096.68885548506
1640,260063.5231899455
1641,189036.71141055212
1642,230662.2278964931
1643,230282.27662701558
1644,235951.71139260396
1645,230680.87984307038
1646,159743.85838874104
1647,152373.62120014254
1648,122990.03677837286
1649,132919.37664627648
1650,110174.91517636627
1651,115654.8217517716
1652,99515.24309646146
1653,102526.95480772256
1654,150689.63151821913
1655,153296.2789449914
1656,145517.44410326882
1657,150988.8220804544
1658,150971.9055258447
1659,142418.16901819265
1660,150096.38253232805
1661,458858.579570381
1662,394175.64048237086
1663,365891.12782445835
1664,651978.056184931
1665,284148.81992047006
1666,316741.51915720006
1667,390792.91581177304
1668,303774.9590255554
1669,299063.0926397108
1670,319117.5089060703
1671,285851.5359426696
1672,446014.99236275867
1673,302385.7225324255
1674,243893.79452199503
